,class_hits,class_nums_total,function_hits,function_nums_total,variable_hits,variable_nums_total,string_hits,string_nums_total,comment_hits,comment_nums_total,docstring_hits,docstring_nums_total,trained_on
zxyle/hello-flask/utils.py,0.0,0,0.0,2,0.0,3,0.0,0,0.0,0,0.0,0,0
zxyle/hello-flask/test_upload.py,0.0,0,0.0,0,0.0,3,0.3333333333333333,3,0.0,5,0.0,0,0
zxyle/hello-flask/test_redis.py,0.0,0,0.0,0,0.0,3,0.0,1,0.0,9,0.0,0,0
zxyle/hello-flask/test_mysql.py,0.0,0,0.0,1,0.0,6,0.1,10,0.030303030303030304,33,0.0,0,0
zxyle/hello-flask/sdk.py,0.0,1,0.07142857142857142,14,0.1,10,0.0,15,0.0,0,0.0,4,1
zxyle/hello-flask/post_gen_project.py.py,0.0,0,0.5,2,0.5,2,0.3333333333333333,3,0.0,0,0.0,0,0
zxyle/hello-flask/models.py,0.0,2,0.0,0,0.0,4,0.0,1,0.0,0,0.0,0,0
zxyle/hello-flask/model.py,0.0,2,0.25,4,0.2,5,0.5,2,0.0,0,0.0,0,0
zxyle/hello-flask/main.py,0.0,0,0.0,0,0.5,2,0.6666666666666666,3,0.0,5,0.0,0,0
zxyle/hello-flask/gunicorn.conf.py,0.0,0,0.0,0,0.0,7,0.25,4,0.0,9,0.0,0,0
zxyle/hello-flask/flask_logs.py,0.0,1,0.25,4,0.09090909090909091,22,0.0821917808219178,73,0.0,0,0.0,1,1
zxyle/hello-flask/errors.py,0.0,0,0.0,4,0.0,0,1.0,2,0.0,0,0.0,0,0
zxyle/hello-flask/config.py,0.75,4,0.0,2,0.06666666666666667,15,0.08333333333333333,12,0.0,0,0.0,0,0
zxyle/hello-flask/__init__.py,0.0,0,0.5,2,0.0,6,0.0,2,0.0,0,0.0,0,0
zxxml/Butterfly/utils.py,0.0,0,0.25,4,0.0,2,0.0,0,0.0,2,0.0,0,1
zxxml/Butterfly/tricks.py,0.0,0,0.17391304347826086,23,1.0,1,0.0,0,0.3333333333333333,3,0.0,0,1
zxxml/Butterfly/slave.py,0.0,0,0.0,2,0.15384615384615385,13,0.07142857142857142,14,0.0,2,0.0,0,1
zxxml/Butterfly/sight.py,0.0,2,0.0,4,0.0,12,0.3333333333333333,6,0.0,17,0.0,0,1
zxxml/Butterfly/router.py,0.0,2,0.2,20,0.09090909090909091,22,0.0,9,0.06666666666666667,15,0.0,1,1
zxxml/Butterfly/mouth.py,0.0,2,0.0,5,0.0,4,0.0,0,0.0,4,0.0,0,1
zxxml/Butterfly/master.py,0.25,4,0.2727272727272727,22,0.0196078431372549,51,0.0625,16,0.0,10,0.0,0,1
zxxml/Butterfly/eye.py,0.0,2,0.5,4,0.08333333333333333,12,0.0,1,0.0,4,0.0,0,1
zxxml/Butterfly/ear.py,0.0,2,0.0,3,0.0,6,0.0,0,0.0,2,0.0,0,1
zxxml/Butterfly/body.py,0.5,2,0.16666666666666666,6,0.2,5,0.0,0,0.0,2,0.0,0,1
zxpzhong/3DFR/utils.py,0.0,0,0.08333333333333333,12,0.0,17,0.14285714285714285,7,0.0,8,0.0,2,1
zxpzhong/3DFR/util.py,0.3333333333333333,3,0.03333333333333333,30,0.10714285714285714,56,0.1111111111111111,9,0.0,13,0.0,1,1
zxpzhong/3DFR/unet_parts.py,0.0,10,0.08333333333333333,12,0.0,22,0.0,1,0.0,7,0.0,0,1
zxpzhong/3DFR/unet.py,0.5,2,0.3333333333333333,6,0.09523809523809523,21,0.0,6,0.0,2,0.0,0,1
zxpzhong/3DFR/train.py,0.0,0,0.0,2,0.0967741935483871,31,0.19047619047619047,21,0.0,6,0.0,0,1
zxpzhong/3DFR/test.py,0.0,0,0.0,2,0.041666666666666664,24,0.09523809523809523,21,0.16666666666666666,6,0.0,0,1
zxpzhong/3DFR/parse_config.py,0.0,3,0.12,25,0.04878048780487805,41,0.02702702702702703,37,0.0,14,0.16666666666666666,6,1
zxpzhong/3DFR/model.py,0.0,2,0.0,5,0.058823529411764705,17,0.0,0,0.0,6,0.0,0,1
zxpzhong/3DFR/loss.py,0.0,0,0.0,15,0.0,15,0.0,5,0.0,18,0.0,2,1
zxpzhong/3DFR/gprojection.py,0.5,2,0.08333333333333333,12,0.15789473684210525,38,0.0,6,0.0,10,0.0,2,1
zxpzhong/3DFR/gconv.py,0.0,2,0.2857142857142857,7,0.18181818181818182,11,0.16666666666666666,6,0.0,17,0.0,1,1
zxpzhong/3DFR/gbottleneck.py,0.3333333333333333,3,0.2,5,0.0,14,0.0,0,0.0,0,0.0,0,0
zxpzhong/3DFR/clear.py,0.0,0,0.0,0,0.36363636363636365,11,0.0,7,0.0,1,0.0,0,1
zxpzhong/3DFR/base_data_loader.py,0.0,3,0.0,4,0.05555555555555555,18,0.125,8,0.0,2,0.0,1,1
zxpzhong/3DFR/GProjection_test.py,0.0,1,0.2,5,0.045454545454545456,44,0.0,2,0.0,22,0.0,1,1
zxpzhong/3DFR/DR_FR.py,0.0,2,0.0,4,0.3333333333333333,6,0.0,2,0.0,1,0.0,1,1
zxjlm/ArticleSpider/zhihu_login.py,0.0,0,0.0,2,0.0,3,0.0,4,0.0,1,0.0,0,1
zxjlm/ArticleSpider/xici.py,0.0,0,1.0,1,0.3333333333333333,9,0.1111111111111111,9,0.0,3,0.0,0,1
zxjlm/ArticleSpider/sql.py,0.0,1,0.0,2,0.3,10,0.0,6,0.0,1,0.0,1,1
zxjlm/ArticleSpider/settings.py,0.0,0,0.0,0,0.05263157894736842,38,0.038461538461538464,26,0.041666666666666664,72,0.0,0,0
zxjlm/ArticleSpider/pipelines.py,0.0,10,0.125,24,0.1,20,0.0,18,0.0,18,0.0,2,1
zxjlm/ArticleSpider/main.py,0.0,0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,1
zxjlm/ArticleSpider/login.py,1.0,1,0.0,5,0.125,16,0.09523809523809523,21,0.0,6,0.0,6,1
zxjlm/ArticleSpider/lagou.py,0.0,2,0.0,2,0.1111111111111111,9,0.0,9,0.0,6,0.0,0,1
zxjlm/ArticleSpider/jobbole.py,0.0,2,0.0,4,0.2777777777777778,18,0.16666666666666666,18,0.0,5,0.0,0,1
zxjlm/ArticleSpider/items.py,0.16666666666666666,6,0.0,0,0.0,24,0.0,0,0.0,7,0.0,0,1
zxjlm/ArticleSpider/common.py,0.0,0,0.5,2,0.3333333333333333,6,0.0,5,0.0,1,0.0,0,1
zxjlm/ArticleSpider/__init__.py,0.0,0,0.0,0,0.0,1,0.0,1,0.0,1,0.0,0,0
zxh001-zxh/webspider/setup.py,0.0,0,0.0,0,0.125,24,0.14285714285714285,21,0.0,5,0.0,0,1
zxh001-zxh/webspider/quickly_cmd.py,0.0,0,0.2857142857142857,7,0.0,9,0.1,10,0.0,2,0.0,0,1
zxh001-zxh/webspider/lagou_jobs_count.py,0.0,0,0.0,2,0.0,7,0.0,10,0.0,1,0.0,1,1
zxh001-zxh/webspider/lagou_jobs.py,0.0,0,0.0,7,0.05128205128205128,39,0.09302325581395349,43,0.0,2,0.0,4,1
zxh001-zxh/webspider/lagou_data.py,0.0,0,0.3333333333333333,6,0.1794871794871795,39,0.25,12,0.0,5,0.0,4,1
zxh001-zxh/webspider/lagou_cites.py,0.0,0,0.0,1,0.1111111111111111,9,0.0,7,0.0,1,0.0,1,1
zxh001-zxh/webspider/job.py,0.0,2,0.0,0,0.0,8,0.0,14,0.0,1,0.0,0,1
zxh001-zxh/webspider/constants.py,0.0,2,0.0,0,0.02857142857142857,35,0.04838709677419355,62,0.0,9,0.0,12,1
zxh001-zxh/webspider/company.py,0.0,2,0.0,0,0.0,9,0.0,14,0.0,1,0.0,0,1
zxh001-zxh/webspider/celery_config.py,0.0,0,0.0,0,0.13043478260869565,23,0.07142857142857142,28,0.0,13,0.0,0,1
zxh001-zxh/webspider/__init__.py,0.0,0,0.0,0,0.0,2,0.3333333333333333,3,0.0,1,0.0,0,1
zxgio/CutterDRcov/test_sortable_table_item.py,0.5,2,0.0,6,0.25,4,0.0,11,0.0,0,0.0,0,0
zxgio/CutterDRcov/test_extras.py,0.0,2,0.0,3,0.0,1,0.0,15,0.0,0,0.0,0,0
zxgio/CutterDRcov/test_drcov.py,0.5,2,0.125,8,0.3333333333333333,3,0.05555555555555555,18,0.0,0,0.0,4,1
zxgio/CutterDRcov/sortable_table_item.py,0.0,5,0.375,8,0.0,2,0.0,1,0.0,0,0.0,0,0
zxgio/CutterDRcov/plugin_interface.py,1.0,1,0.0,5,0.0,6,0.14285714285714285,7,0.0,0,0.0,1,1
zxgio/CutterDRcov/extras.py,0.0,0,0.25,4,1.0,1,0.0,2,0.0,11,0.0,0,0
zxgio/CutterDRcov/drcov.py,0.0,1,0.38461538461538464,13,0.07692307692307693,26,0.0,17,0.0,7,0.0,0,1
zxgio/CutterDRcov/dockui.py,0.0,1,0.6666666666666666,3,0.125,24,0.0625,32,0.0,7,0.0,0,1
zxgio/CutterDRcov/cutterplugin.py,0.0,2,0.09090909090909091,22,0.125,16,0.1875,16,0.0,0,0.0,4,1
zxgio/CutterDRcov/covtable.py,0.0,0,0.16666666666666666,6,0.09090909090909091,22,0.09090909090909091,22,0.0,7,0.0,0,1
zxgio/CutterDRcov/__main__.py,0.0,0,0.0,1,0.4,5,0.0,1,0.0,0,0.0,0,0
zxg3017/CUSE-Net/utils.py,0.0,4,0.03571428571428571,28,0.075,40,0.125,8,0.0,0,0.0,0,1
zxg3017/CUSE-Net/util.py,0.0,0,0.23076923076923078,26,0.01818181818181818,55,0.0,1,0.13793103448275862,29,0.0,1,1
zxg3017/CUSE-Net/calculate_MIOU_PA.py,0.0,0,0.0,5,0.041666666666666664,24,0.0,0,0.05,20,0.0,0,1
zxcvf/cloudinsight-agent/timer.py,0.0,1,0.0,7,0.0,6,0.0,1,0.0,8,0.0,1,1
zxcvf/cloudinsight-agent/timeout.py,0.25,4,0.1111111111111111,9,0.0,7,0.0,6,0.0,7,0.0,3,1
zxcvf/cloudinsight-agent/tailfile.py,0.5,2,0.0,6,0.12121212121212122,33,0.1,10,0.0,13,0.0,1,1
zxcvf/cloudinsight-agent/subprocess_output.py,0.0,0,0.0,2,0.0,4,0.0,5,0.0,5,0.0,1,1
zxcvf/cloudinsight-agent/py_packages.py,0.0,0,0.0,2,0.0,4,0.0,2,0.0,0,0.0,0,0
zxcvf/cloudinsight-agent/proxy.py,0.0,0,0.0,5,0.0,10,0.058823529411764705,17,0.0,9,0.0,1,1
zxcvf/cloudinsight-agent/platform.py,0.0,1,0.05555555555555555,18,0.09090909090909091,11,0.045454545454545456,22,0.0,7,0.0,3,1
zxcvf/cloudinsight-agent/hello_python2.py,0.0,2,0.3333333333333333,3,0.0,0,0.0,2,0.0,0,0.0,0,0
zxcvf/cloudinsight-agent/hello_python.py,0.0,2,0.0,2,0.5,2,0.0,3,0.0,0,0.0,0,0
zxcvf/cloudinsight-agent/containers.py,0.0,0,0.25,4,0.0,0,1.0,1,0.0,7,0.0,0,0
zxcvf/cloudinsight-agent/config.py,0.0,0,0.25,4,0.0,2,0.09090909090909091,11,0.16666666666666666,6,0.0,0,1
zxcvf/cloudinsight-agent/__init__.py,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.0,0,0
zxChouSean/crispr_bedict_reproduce/utilities.py,0.0,2,0.20588235294117646,34,0.10526315789473684,19,0.058823529411764705,34,0.0,3,0.25,8,1
zxChouSean/crispr_bedict_reproduce/statistic.py,0.0,0,0.125,8,0.15,20,0.125,8,0.0,5,0.0,0,1
zxChouSean/crispr_bedict_reproduce/setup.py,0.0,0,0.0,0,0.125,8,0.0,14,0.0,0,0.0,0,0
zxChouSean/crispr_bedict_reproduce/process_get_validate_format.py,0.0,0,0.0,0,0.16666666666666666,6,0.14285714285714285,7,0.0,4,0.0,0,1
zxChouSean/crispr_bedict_reproduce/process_get_validate.py,0.0,0,0.0,0,0.4,5,0.0,6,0.0,0,0.0,0,1
zxChouSean/crispr_bedict_reproduce/outcome.py,0.0,0,0.0,0,0.09090909090909091,22,0.1,10,0.0,10,0.0,0,1
zxChouSean/crispr_bedict_reproduce/hyperparam.py,0.0,1,0.5,4,0.07692307692307693,13,0.0,5,0.0,0,0.0,0,0
zxChouSean/crispr_bedict_reproduce/evaluate.py,0.0,0,0.0,11,0.2222222222222222,36,0.03225806451612903,31,0.05555555555555555,18,0.0,0,1
zxChouSean/crispr_bedict_reproduce/demonstration_training.py,0.0,0,0.0,1,0.1111111111111111,27,0.10714285714285714,28,0.0,8,0.0,0,1
zxChouSean/crispr_bedict_reproduce/demonstration_moredata.py,0.0,0,1.0,1,0.14285714285714285,14,0.0,12,0.0,3,0.0,0,1
zxChouSean/crispr_bedict_reproduce/demonstration.py,0.0,0,0.3333333333333333,3,0.14285714285714285,14,0.0,15,0.0,2,0.0,0,1
zxChouSean/crispr_bedict_reproduce/demo_seqs.py,0.0,0,0.0,0,0.07142857142857142,28,0.05555555555555555,18,0.0,17,0.0,0,1
zxChouSean/crispr_bedict_reproduce/attnetion_analysis.py,0.0,0,0.5,2,0.3333333333333333,3,0.0,2,0.0,1,0.0,0,1
zx64/omgifol/txdef.py,0.0,2,0.4,10,0.13793103448275862,29,0.03333333333333333,30,0.0,8,0.0,6,1
zx64/omgifol/thinginfo.py,0.0,1,0.0,4,0.0,13,0.007874015748031496,127,0.0,2,0.0,1,1
zx64/omgifol/setup.py,0.0,0,0.0,0,0.3,10,0.0,14,1.0,1,0.0,0,1
zx64/omgifol/mirror.py,0.0,0,0.3333333333333333,3,0.18181818181818182,11,0.0,11,0.0,0,0.0,0,0
zx64/omgifol/merge.py,0.0,0,0.0,0,0.0,4,0.0,8,0.0,0,0.0,0,0
zx64/omgifol/colormap.py,0.0,1,0.08333333333333333,12,0.05,20,0.2222222222222222,9,0.0,2,0.0,7,1
zx64/omgifol/__init__.py,0.0,0,0.0,0,0.0,2,0.16666666666666666,6,0.0,0,0.0,1,0
zwy7049/beibqMod/views.py,0.0,0,0.23076923076923078,13,0.041666666666666664,24,0.0784313725490196,51,0.0,0,0.0,0,0
zwy7049/beibqMod/user.py,0.0,4,0.045454545454545456,44,0.1702127659574468,47,0.09375,32,0.0,1,0.0,1,0
zwy7049/beibqMod/role.py,0.0,3,0.1,10,0.0,19,0.0,8,0.0,1,0.0,0,0
zwy7049/beibqMod/manage.py,0.0,0,0.0,0,0.0,4,0.0,2,0.0,1,0.0,0,1
zwy7049/beibqMod/forms.py,0.25,8,0.3333333333333333,3,0.10526315789473684,19,0.07407407407407407,27,0.0,0,0.0,0,0
zwy7049/beibqMod/decorators.py,0.0,0,0.14285714285714285,7,0.0,0,0.0,0,0.0,0,0.0,0,0
zwy7049/beibqMod/config_default.py,0.0,2,0.0,0,0.0,23,0.125,16,0.0,2,0.0,0,1
zwy7049/beibqMod/alembic-script.py,0.0,0,0.0,0,0.6666666666666666,3,0.25,4,0.0,1,0.0,0,1
zwy7049/beibqMod/__init__.py,0.0,0,0.0,1,0.0,2,0.0,1,0.0,1,0.0,0,1
zwscode/leetcode/binary-search.py,0.0,0,0.0,7,0.0,25,0.0,0,0.06666666666666667,15,0.0,0,1
zwscode/leetcode/90-subsets-ii.py,0.0,2,0.0,4,0.0,3,0.0,4,0.0,0,0.0,1,1
zwscode/leetcode/78-subsets.py,0.0,1,0.0,4,0.6666666666666666,3,0.0,4,0.0,0,0.0,2,0
zwscode/leetcode/47-permutations-ii.py,0.0,1,0.0,4,0.25,4,0.0,2,0.0,0,0.0,1,1
zwscode/leetcode/46-permutations.py,0.0,1,0.0,4,0.25,4,0.0,2,0.0,0,0.0,1,1
zwscode/leetcode/41-first-missing-positive.py,0.0,1,0.5,2,0.3333333333333333,6,0.0,3,0.0,0,0.0,1,0
zwscode/leetcode/40-combination-sum-ii.py,0.0,1,0.25,4,0.0,6,0.0,2,0.0,0,0.0,1,1
zwscode/leetcode/39-combination-sum.py,0.0,1,0.0,4,0.3333333333333333,3,0.0,2,0.0,0,0.0,1,0
zindy/3D-MANC/XTBBFilter.py,0.0,1,0.2222222222222222,9,0.061224489795918366,49,0.0,17,0.11764705882352941,51,0.0,0,1
71nn/hadoop-yarn-api-python-client/__init__.py,0.0,0,0.0,0,0.0,2,0.0,3,0.0,1,0.0,0,1
71nn/hadoop-yarn-api-python-client/test_main.py,0.0,2,0.0,1,0.0,0,0.0,0,0.0,1,0.0,0,1
71nn/hadoop-yarn-api-python-client/hadoop_conf.py,0.0,0,0.09090909090909091,11,0.08333333333333333,24,0.0,17,0.0,3,0.0,0,1
71nn/hadoop-yarn-api-python-client/base.py,0.3333333333333333,3,0.0,11,0.058823529411764705,17,0.25,8,0.0,1,0.0,0,0
71nn/hadoop-yarn-api-python-client/constants.py,0.0,0,0.0,0,0.11538461538461539,26,0.17647058823529413,34,0.0,1,0.0,0,1
71nn/hadoop-yarn-api-python-client/timeline_server.py,0.0,2,0.5,2,0.25,12,0.06666666666666667,15,0.0,1,0.0,2,0
71nn/hadoop-yarn-api-python-client/setup.py,0.0,0,0.0,4,0.15789473684210525,19,0.07407407407407407,27,1.0,1,0.0,0,1
71nn/hadoop-yarn-api-python-client/test_application_master.py,0.0,2,0.09090909090909091,22,0.5,2,0.13043478260869565,23,0.0,1,0.0,0,0
71nn/hadoop-yarn-api-python-client/test_base.py,0.5,2,0.2222222222222222,9,0.125,16,0.08333333333333333,12,0.0,1,0.0,0,1
AbhiRKeesara/BookClub/settings.py,0.0,0,0.0,0,0.3333333333333333,18,0.17391304347826086,46,0.1875,16,0.0,1,1
AbhiRKeesara/BookClub/0002_discussion.py,0.0,2,0.0,0,0.07692307692307693,13,0.1,10,0.0,1,0.0,0,1
AbhiRKeesara/BookClub/forms.py,0.3333333333333333,3,0.0,0,0.0,2,0.0,1,0.0,1,0.0,0,1
AbhiRKeesara/BookClub/0001_initial.py,1.0,2,0.0,0,0.2,10,0.3333333333333333,6,0.0,1,0.0,0,1
AbhiRKeesara/BookClub/manage.py,0.0,0,0.0,1,0.0,1,0.14285714285714285,7,0.0,1,0.0,2,1
AbhiRKeesara/BookClub/apps.py,0.0,2,0.0,0,0.0,2,0.0,2,0.0,0,0.0,0,0
AbhiRKeesara/BookClub/admin.py,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,1
AbhiRKeesara/BookClub/wsgi.py,0.0,0,0.0,0,0.0,1,0.3333333333333333,3,0.0,0,0.0,1,0
AbhiRKeesara/BookClub/urls.py,0.0,0,0.0,0,0.0,3,0.0,8,0.0,0,0.0,1,0
AbhiRKeesara/BookClub/asgi.py,0.0,0,0.0,0,0.0,1,0.3333333333333333,3,0.0,0,0.0,1,0
AbhiRKeesara/BookClub/models.py,0.5,4,0.0,0,0.1,10,0.0,4,0.0,4,0.0,0,1
AbhiRKeesara/BookClub/views.py,0.0,0,0.25,4,0.13333333333333333,15,0.3333333333333333,12,0.0,2,0.0,0,1
AbdulMutakabbir/CCH-manufacturing-facility-simulator/Product.py,0.0,1,0.0,3,0.5,2,0.0,2,0.0,6,0.0,0,1
AbdulMutakabbir/CCH-manufacturing-facility-simulator/RandomNumberGenerator.py,0.0,1,0.2857142857142857,7,0.06666666666666667,30,0.0,7,0.0,2,0.0,0,1
AbdulMutakabbir/CCH-manufacturing-facility-simulator/QQPlot.py,0.0,0,0.0,4,0.14285714285714285,14,0.07142857142857142,14,0.0,0,0.0,0,0
AbdulMutakabbir/CCH-manufacturing-facility-simulator/main.py,0.0,0,0.0,1,0.0,3,0.0,1,0.0,2,0.0,0,1
AbdulMutakabbir/CCH-manufacturing-facility-simulator/Workstation.py,0.0,2,0.07692307692307693,13,0.0,24,0.0,8,0.0,22,0.0,0,1
AbdulMutakabbir/CCH-manufacturing-facility-simulator/Histogram.py,0.0,0,0.0,2,0.2,20,0.0,5,0.0,0,0.0,0,0
AbdulMutakabbir/CCH-manufacturing-facility-simulator/ChiSquareTable.py,0.0,0,0.0,4,0.2,20,0.16666666666666666,12,0.0,0,0.0,0,0
AbdulMutakabbir/CCH-manufacturing-facility-simulator/Buffer.py,0.0,2,0.0,7,0.125,16,0.0,4,0.125,8,0.0,0,1
AbdulMutakabbir/CCH-manufacturing-facility-simulator/Inspector.py,0.0,1,0.0,8,0.07692307692307693,13,0.0,4,0.0,8,0.0,0,1
AbdulMutakabbir/CCH-manufacturing-facility-simulator/Component.py,0.0,1,0.0,3,0.5,2,0.0,2,0.0,6,0.0,0,1
0mars/mailgun-sdk/messages.py,0.0,2,0.0,2,0.0,5,0.05263157894736842,19,0.0,1,0.0,3,1
0mars/mailgun-sdk/setup.py,0.0,0,0.0,0,0.07692307692307693,13,0.09090909090909091,11,0.0,1,0.0,0,1
0mars/mailgun-sdk/base.py,0.16666666666666666,6,0.23076923076923078,13,0.05555555555555555,18,0.0,22,0.0,2,0.1111111111111111,9,1
0mars/mailgun-sdk/test_mailing_list.py,1.0,2,0.15384615384615385,13,0.0,21,0.14285714285714285,49,0.0,0,0.0,0,0
0mars/mailgun-sdk/test_logs.py,0.5,2,0.5,4,0.25,4,0.3333333333333333,3,0.0,0,0.0,0,0
0mars/mailgun-sdk/test_api.py,0.5,2,0.25,4,0.0,3,0.0,5,0.0,0,0.0,0,0
0mars/mailgun-sdk/mailing_list.py,0.5,2,0.08333333333333333,12,0.10526315789473684,19,0.06818181818181818,44,0.0,1,0.2222222222222222,9,1
0mars/mailgun-sdk/ips.py,0.0,2,0.0,4,0.2,5,0.0,11,0.0,0,0.0,4,1
0mars/mailgun-sdk/test_init.py,0.0,2,0.0,3,0.0,0,0.0,1,0.0,0,0.0,0,0
0mars/mailgun-sdk/test_base.py,0.09090909090909091,11,0.05,20,0.0,30,0.08823529411764706,34,0.0,0,0.0,0,0
0mars/mailgun-sdk/__init__.py,0.5,2,0.5,2,0.2,5,0.3333333333333333,3,0.0,2,0.0,2,1
0mars/mailgun-sdk/logs.py,0.0,2,0.0,2,0.3333333333333333,3,0.0,6,0.0,0,0.0,3,1
0mars/mailgun-sdk/test_messages.py,0.0,2,0.2,5,0.0,17,0.1111111111111111,18,0.0,0,0.0,0,0
0mars/mailgun-sdk/api.py,0.0,2,0.25,4,0.25,8,0.0,6,0.0,2,0.0,3,1
0mars/mailgun-sdk/test_ips.py,0.0,2,0.0,5,0.0,6,0.14285714285714285,7,0.0,0,0.0,0,0
ALivingVendingMachine/wikivir/admin.py,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,1
ALivingVendingMachine/wikivir/models.py,0.0,3,1.0,1,0.2,10,0.0,6,0.0,2,0.0,0,1
ALivingVendingMachine/wikivir/settings.py,0.0,0,0.0,0,0.16666666666666666,24,0.22641509433962265,53,0.125,16,0.0,1,1
ALivingVendingMachine/wikivir/urls.py,0.0,0,0.0,0,0.5,2,0.0,7,0.0,0,0.0,1,0
ALivingVendingMachine/wikivir/markdownUtil.py,0.0,0,0.0,2,0.0,2,0.0,1,0.0,1,0.0,0,1
ALivingVendingMachine/wikivir/wsgi.py,0.0,0,0.0,0,0.0,1,0.0,3,0.0,0,0.0,1,0
ALivingVendingMachine/wikivir/dictionaryUtil.py,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0
ALivingVendingMachine/wikivir/routing.py,0.0,0,0.0,0,1.0,1,0.3333333333333333,3,0.0,1,0.0,0,1
ALivingVendingMachine/wikivir/0001_initial.py,0.0,2,0.0,0,0.1,20,0.058823529411764705,17,0.0,1,0.0,0,1
ALivingVendingMachine/wikivir/urlDecode.py,0.0,0,0.0,2,0.0,1,0.0,0,0.0,0,0.0,0,0
ALivingVendingMachine/wikivir/manage.py,0.0,0,0.0,0,1.0,1,0.0,5,0.0,1,0.0,0,1
ALivingVendingMachine/wikivir/consumers.py,0.0,2,0.2222222222222222,9,0.25,4,0.13333333333333333,15,0.0,10,0.0,0,1
ALivingVendingMachine/wikivir/0002_auto_20190507_0126.py,0.5,2,0.0,0,0.2857142857142857,7,0.0,4,0.0,1,0.0,0,1
zfoleyfisher-tableau/TabPy/main_handler.py,0.5,2,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,0
zfoleyfisher-tableau/TabPy/setup.py,0.0,0,0.0,3,0.06896551724137931,29,0.0125,80,0.0,3,0.0,1,1
zfoleyfisher-tableau/TabPy/upload_destination_handler.py,0.5,2,0.25,4,0.3333333333333333,3,1.0,2,0.0,0,0.0,0,0
zfoleyfisher-tableau/TabPy/test_service_info_handler.py,0.2,5,0.15384615384615385,13,0.1,30,0.12195121951219512,41,0.0,2,0.0,0,0
zfoleyfisher-tableau/TabPy/evaluation_plane_handler.py,0.0,3,0.07692307692307693,13,0.03225806451612903,31,0.0,32,0.0,6,0.0,1,1
zfoleyfisher-tableau/TabPy/callbacks.py,0.0,0,0.25,8,0.027777777777777776,36,0.027777777777777776,36,0.0,6,0.0,2,1
zfoleyfisher-tableau/TabPy/ConfigParameters.py,0.0,1,0.0,0,0.0,15,0.058823529411764705,17,0.0,0,0.0,1,1
zfoleyfisher-tableau/TabPy/test_deploy_model_ssl_on_auth_on.py,0.0,2,0.0,6,0.0,7,0.1,10,0.0,5,0.0,0,1
zfoleyfisher-tableau/TabPy/service_info_handler.py,0.5,2,0.0,4,0.0,1,0.0,6,0.0,0,0.0,0,0
zfoleyfisher-tableau/TabPy/SettingsParameters.py,0.0,1,0.0,0,0.0,15,0.058823529411764705,17,0.0,0,0.0,1,1
zfoleyfisher-tableau/TabPy/rest_client.py,0.2,5,0.06666666666666667,30,0.0,33,0.02564102564102564,39,0.0,0,0.0,16,1
zfoleyfisher-tableau/TabPy/management_handler.py,0.0,2,0.0,10,0.025,40,0.07142857142857142,28,0.0,7,0.0,1,1
zfoleyfisher-tableau/TabPy/util.py,0.0,2,0.5,2,0.0,7,0.2,5,0.0,0,0.0,1,1
zfoleyfisher-tableau/TabPy/test_endpoint_handler.py,0.3333333333333333,3,0.0625,16,0.1,40,0.08620689655172414,58,0.0,4,0.0,0,1
Aayush-hub/CoinShift-Imaging-Box/hubconf.py,0.0,2,0.3333333333333333,9,0.037037037037037035,27,0.16216216216216217,37,0.0,21,0.14285714285714285,7,1
Aayush-hub/CoinShift-Imaging-Box/log_dataset.py,0.0,1,0.0,2,0.07692307692307693,13,0.06666666666666667,15,0.0,7,0.0,0,1
Aayush-hub/CoinShift-Imaging-Box/export.py,0.0,0,0.0,0,0.14814814814814814,27,0.13793103448275862,29,0.06666666666666667,30,0.0,1,1
ANamelessDrake/jblib/convert_module.py,0.0,0,0.2,15,0.15384615384615385,13,0.125,8,0.0,2,0.0,1,0
ANamelessDrake/jblib/dir_libs.py,0.0,2,0.3333333333333333,6,0.0,2,0.0,2,0.0,1,0.0,1,1
ANamelessDrake/jblib/hilight.py,0.0,4,0.2,10,0.0625,16,0.02702702702702703,37,0.0,0,0.14285714285714285,7,1
ANamelessDrake/jblib/logger.py,0.0,2,0.3333333333333333,6,0.13333333333333333,15,0.0,5,0.0,2,0.0,0,0
ANamelessDrake/jblib/progress.py,0.0,0,0.0,1,0.2,10,0.125,8,0.0,7,0.0,0,1
13540148299/MUHACU/util.py,0.0,0,0.25,8,0.058823529411764705,17,0.0,4,0.0,1,0.0,0,1
13540148299/MUHACU/beam.py,0.5,2,0.23529411764705882,17,0.08108108108108109,37,0.15384615384615385,13,0.0,8,0.0,2,1
13540148299/MUHACU/ngram_criterions.py,0.0,1,0.125,8,0.06060606060606061,33,0.12,25,0.1111111111111111,9,0.0,2,1
13540148299/MUHACU/bert_dictionary.py,0.0,2,0.0,4,0.047619047619047616,21,0.06666666666666667,15,0.25,4,0.0,2,1
13540148299/MUHACU/action_level_charades_prophetnet_evaluation.py,0.0,2,0.125,8,0.1111111111111111,27,0.125,16,0.0,12,0.0,1,1
